ticker,start_equity,end_equity,num_years,total_plpc,avg_plpc,avg_vol
APPS,100000.0,138892.7292,16.0,38.8927,2.4308,67526.6172
ELVN,100000.0,118525.2107,3.0,18.5252,6.1751,27142.2431
JBLU,100000.0,95941.5965,17.0,-4.0584,-0.2387,347755.3807
SOL,100000.0,117131.7961,16.0,17.1318,1.0707,28974.2889
TPB,100000.0,75423.8931,7.0,-24.5761,-3.5109,7694.2099
ADEA,100000.0,86133.2872,16.0,-13.8667,-0.8667,125290.3376
CYCC,100000.0,64363.1401,16.0,-35.6369,-2.2273,472.0269
MC,100000.0,113924.4808,9.0,13.9245,1.5472,22403.7061
FTEK,100000.0,96391.0355,16.0,-3.6090,-0.2256,22999.6118
SMTI,100000.0,109255.0286,15.0,9.2550,0.6170,864.5314
ECVT,100000.0,86474.9897,2.0,-13.5250,-6.7625,36739.0703
EGO,100000.0,255235.0470,16.0,155.2350,9.7022,70580.2657
JEF,100000.0,256261.4508,16.0,156.2615,9.7663,108112.4330
MYGN,100000.0,74723.8756,16.0,-25.2761,-1.5798,69737.2044
ETJ,100000.0,92544.3659,16.0,-7.4556,-0.4660,17656.2242
LNSR,100000.0,87633.1324,3.0,-12.3669,-4.1223,2405.1589
BKD,100000.0,184953.5471,16.0,84.9535,5.3096,118739.3319
OP,100000.0,143550.2539,2.0,43.5503,21.7751,1750.5819
NVFY,100000.0,57539.1283,10.0,-42.4609,-4.2461,3542.0580
CVCY,100000.0,147437.3452,16.0,47.4373,2.9648,2041.0707
SINT,100000.0,125131.2423,10.0,25.1312,2.5131,4837.7364
AGBA,100000.0,99332.0300,4.0,-0.6680,-0.1670,18538.2464
WMK,100000.0,163494.6503,16.0,63.4947,3.9684,3865.6007
RVNC,100000.0,80302.9203,10.0,-19.6971,-1.9697,31836.8487
MTSI,100000.0,64587.9767,11.0,-35.4120,-3.2193,27246.1511
MSD,100000.0,130690.6522,16.0,30.6907,1.9182,5357.6677
IMUX,100000.0,108903.1432,4.0,8.9031,2.2258,33273.5945
GOLD,100000.0,191051.5302,16.0,91.0515,5.6907,545787.3978
URI,100000.0,339696.0193,19.0,239.6960,12.6156,90251.1771
UAL,100000.0,148306.9721,13.0,48.3070,3.7159,364000.0789
X,100000.0,153996.2845,19.0,53.9963,2.8419,447327.4892
PRE,100000.0,91377.1077,1.0,-8.6229,-8.6229,1394.1682
AXDX,100000.0,181682.2182,16.0,81.6822,5.1051,1755.3773
TWLO,100000.0,201875.3684,7.0,101.8754,14.5536,125387.3582
DO,100000.0,106806.7279,1.0,6.8067,6.8067,73665.0822
KELYB,100000.0,95260.7083,16.0,-4.7393,-0.2962,1381.5073
DVA,100000.0,179871.3774,19.0,79.8714,4.2038,92733.3926
VFL,100000.0,123175.6358,16.0,23.1756,1.4485,1980.5734
CIO,100000.0,108124.6588,9.0,8.1247,0.9027,16096.9331
WAVD,100000.0,104070.1146,16.0,4.0701,0.2544,3798.8334
GROV,100000.0,104110.4702,2.0,4.1105,2.0552,9686.2670
SKIL,100000.0,120903.4196,4.0,20.9034,5.2259,1705.2789
ELP,100000.0,146623.6347,17.0,46.6236,2.7426,78780.6140
FTNT,100000.0,104551.9969,14.0,4.5520,0.3251,473350.4835
VINO,100000.0,110587.2747,3.0,10.5873,3.5291,6154.7770
GRC,100000.0,74298.8901,16.0,-25.7011,-1.6063,4102.2599
BETS,100000.0,103032.6859,5.0,3.0327,0.6065,3377.0719
FVCB,100000.0,92545.2320,6.0,-7.4548,-1.2425,3272.2771
BRO,100000.0,144551.4876,17.0,44.5515,2.6207,91921.5567
INSI,100000.0,95831.6834,16.0,-4.1683,-0.2605,1796.2298
LUNG,100000.0,81589.2765,3.0,-18.4107,-6.1369,21836.5109
STT,100000.0,203388.3752,19.0,103.3884,5.4415,195177.8980
GROMW,100000.0,99164.8847,2.0,-0.8351,-0.4176,6512.3103
AVNT,100000.0,195538.9353,16.0,95.5389,5.9712,37835.2724
TH,100000.0,133498.5333,5.0,33.4985,6.6997,25206.7105
EARN,100000.0,95940.1484,10.0,-4.0599,-0.4060,6149.6994
TXMD,100000.0,112175.5049,6.0,12.1755,2.0293,6891.7809
CVKD,100000.0,121080.8518,1.0,21.0809,21.0809,16539.1668
SEAS,100000.0,140378.5068,10.0,40.3785,4.0379,87187.4802
GM,100000.0,209940.5767,13.0,109.9406,8.4570,561260.9879
MTRX,100000.0,107836.8435,16.0,7.8368,0.4898,14020.9372
OPOF,100000.0,100415.1936,16.0,0.4152,0.0259,996.9893
MRDB,100000.0,96352.1030,1.0,-3.6479,-3.6479,17026.2868
ACCD,100000.0,98727.5001,3.0,-1.2725,-0.4242,38972.8545
CYH,100000.0,164513.3538,16.0,64.5134,4.0321,144277.3989
SEB,100000.0,132335.1139,16.0,32.3351,2.0209,66.3182
METC,100000.0,145224.8210,7.0,45.2248,6.4607,17557.4203
FPH,100000.0,75409.1899,6.0,-24.5908,-4.0985,10929.8858
ICVX,100000.0,114602.8910,2.0,14.6029,7.3014,23107.3458
AFYA,100000.0,99120.5659,4.0,-0.8794,-0.2199,14610.4290
CDRE,100000.0,140419.9632,2.0,40.4200,20.2100,7355.8846
OGEN,100000.0,120498.2560,11.0,20.4983,1.8635,1867.9580
AOMR,100000.0,107253.4047,2.0,7.2534,3.6267,5134.2245
SLN,100000.0,94420.4787,3.0,-5.5795,-1.8598,3516.6902
BCTXW,100000.0,107369.4209,2.0,7.3694,3.6847,5366.5478
NA,100000.0,93188.8045,1.0,-6.8112,-6.8112,7657.7885
CION,100000.0,109247.0357,2.0,9.2470,4.6235,12693.6408
MATW,100000.0,133057.3350,16.0,33.0573,2.0661,8027.3461
EBMT,100000.0,92160.4544,16.0,-7.8395,-0.4900,1342.0262
SBFG,100000.0,84918.1981,16.0,-15.0818,-0.9426,1393.3146
KRUS,100000.0,145336.9267,4.0,45.3369,11.3342,5051.6115
AEMD,100000.0,107939.4919,16.0,7.9395,0.4962,2772.2842
OMEX,100000.0,93900.0107,16.0,-6.1000,-0.3812,3380.4392
VRPX,100000.0,100545.1743,3.0,0.5452,0.1817,46438.7781
HOWL,100000.0,93570.4751,2.0,-6.4295,-3.2148,13439.5219
CAR,100000.0,303135.0277,17.0,203.1350,11.9491,110408.3849
UPLD,100000.0,140078.9879,9.0,40.0790,4.4532,13165.4494
BHF,100000.0,99547.3825,6.0,-0.4526,-0.0754,48768.3214
KOP,100000.0,235103.6038,16.0,135.1036,8.4440,9703.7997
CYBR,100000.0,198652.2274,9.0,98.6522,10.9614,39412.1456
NEOG,100000.0,237043.7210,16.0,137.0437,8.5652,38457.2022
XEL,100000.0,91165.0961,19.0,-8.8349,-0.4650,170002.5128
ORIC,100000.0,93675.2020,3.0,-6.3248,-2.1083,19997.3521
LINC,100000.0,191076.8204,16.0,91.0768,5.6923,8476.6561
CGTX,100000.0,110419.6773,2.0,10.4197,5.2098,10823.4109
SNSE,100000.0,87623.6212,3.0,-12.3764,-4.1255,6156.0737
TIRX,100000.0,94232.7289,3.0,-5.7673,-1.9224,12793.9303
ANGH,100000.0,99062.1971,2.0,-0.9378,-0.4689,26310.6668
PARR,100000.0,234137.6338,11.0,134.1376,12.1943,21090.4640
SILK,100000.0,74971.4628,4.0,-25.0285,-6.2571,24774.7283
ETWO,100000.0,81622.0755,3.0,-18.3779,-6.1260,106456.8342
VERA,100000.0,85713.7290,2.0,-14.2863,-7.1431,19650.5153
MO,100000.0,66326.9035,19.0,-33.6731,-1.7723,445936.8062
CCNE,100000.0,138417.2288,16.0,38.4172,2.4011,1984.8079
ACXP,100000.0,89789.4247,2.0,-10.2106,-5.1053,12250.5716
CGEN,100000.0,153087.4851,16.0,53.0875,3.3180,24186.9798
FBP,100000.0,186949.4331,16.0,86.9494,5.4343,60400.2419
CHGG,100000.0,162042.7538,10.0,62.0428,6.2043,87247.7364
BKH,100000.0,75712.0811,17.0,-24.2879,-1.4287,21359.4131
EGLE,100000.0,147758.8476,16.0,47.7588,2.9849,3142.6528
TRGP,100000.0,176369.1136,13.0,76.3691,5.8745,90185.6019
GPRK,100000.0,140684.7253,10.0,40.6847,4.0685,11595.5650
NOTE,100000.0,81401.6124,1.0,-18.5984,-18.5984,58375.3136
WMG,100000.0,100442.5150,3.0,0.4425,0.1475,67741.1513
BBD,100000.0,125382.6493,17.0,25.3826,1.4931,1412925.4955
DAWN,100000.0,85374.9961,2.0,-14.6250,-7.3125,34306.5695
ATR,100000.0,94929.3248,16.0,-5.0707,-0.3169,16676.1886
ENO,100000.0,98769.5180,7.0,-1.2305,-0.1758,1186.2301
PRI,100000.0,161874.9998,13.0,61.8750,4.7596,16421.6340
SWZ,100000.0,91522.9299,16.0,-8.4771,-0.5298,3987.4446
T,100000.0,89155.8395,18.0,-10.8442,-0.6025,1509957.4149
IPGP,100000.0,67864.4776,17.0,-32.1355,-1.8903,21299.9397
NGM,100000.0,76810.4172,4.0,-23.1896,-5.7974,21438.1323
OCFT,100000.0,163831.3518,4.0,63.8314,15.9578,5589.5002
FHLTU,100000.0,99988.1900,2.0,-0.0118,-0.0059,37205.7304
AVA,100000.0,84048.9495,17.0,-15.9511,-0.9383,25112.0869
BLRX,100000.0,111973.8209,12.0,11.9738,0.9978,24488.3235
CIVI,100000.0,139562.7629,9.0,39.5628,4.3959,18063.3654
HRMY,100000.0,101148.7435,3.0,1.1487,0.3829,23149.8158
WF,100000.0,162063.0058,16.0,62.0630,3.8789,1526.7006
PTGX,100000.0,210278.8924,7.0,110.2789,15.7541,30841.5533
DC,100000.0,87001.4875,1.0,-12.9985,-12.9985,14516.6595
PERF,100000.0,97998.9158,1.0,-2.0011,-2.0011,5643.8263
SUI,100000.0,87766.4981,17.0,-12.2335,-0.7196,20191.7893
BAOS,100000.0,91145.3625,3.0,-8.8546,-2.9515,4322.0101
SFL,100000.0,225089.0450,16.0,125.0890,7.8181,42865.1690
SHLS,100000.0,67503.2305,3.0,-32.4968,-10.8323,124513.1767
HOLX,100000.0,184350.6843,19.0,84.3507,4.4395,159010.9696
ONTO,100000.0,209357.8249,16.0,109.3578,6.8349,14584.1255
ECL,100000.0,125560.0198,19.0,25.5600,1.3453,79147.0253
STXS,100000.0,108156.8319,16.0,8.1568,0.5098,14112.8424
QRTEA,100000.0,50316.4705,5.0,-49.6835,-9.9367,271417.7221
PIII,100000.0,111920.1567,2.0,11.9202,5.9601,19268.8986
WLDS,100000.0,97060.7855,1.0,-2.9392,-2.9392,70406.0891
CUBI,100000.0,184398.0224,10.0,84.3980,8.4398,13693.8091
ADPT,100000.0,74496.3608,4.0,-25.5036,-6.3759,55930.8389
DRCT,100000.0,257880.0102,2.0,157.8800,78.9400,58842.3423
EXEL,100000.0,245286.5911,17.0,145.2866,8.5463,146974.1212
KOSS,100000.0,224400.6509,16.0,124.4007,7.7750,19779.5751
ROKU,100000.0,172579.4421,6.0,72.5794,12.0966,273293.7624
UNP,100000.0,91676.3033,19.0,-8.3237,-0.4381,315201.5816
PLXS,100000.0,136717.4347,16.0,36.7174,2.2948,14590.6478
PFIS,100000.0,139571.0126,16.0,39.5710,2.4732,945.2073
COMP,100000.0,108482.7259,2.0,8.4827,4.2414,158162.8319
SLAMU,100000.0,100129.0073,2.0,0.1290,0.0645,26807.0869
DRTSW,100000.0,96348.9237,1.0,-3.6511,-3.6511,9991.2938
ARKR,100000.0,123476.3174,16.0,23.4763,1.4673,1072.2680
RILY,100000.0,173473.3310,14.0,73.4733,5.2481,10555.5398
WEAV,100000.0,129844.5239,2.0,29.8445,14.9223,19144.6192
CPSS,100000.0,168105.2979,16.0,68.1053,4.2566,5689.7336
AHG,100000.0,565985.9070,6.0,465.9859,77.6643,20358.1586
ATNM,100000.0,84372.3692,9.0,-15.6276,-1.7364,8299.2887
XTLB,100000.0,97119.0608,10.0,-2.8809,-0.2881,4314.3893
MRCC,100000.0,121654.0724,11.0,21.6541,1.9686,5768.5176
PALT,100000.0,114025.1555,5.0,14.0252,2.8050,52409.4796
BDX,100000.0,110787.6455,19.0,10.7876,0.5678,77350.6480
EDUC,100000.0,97478.5076,16.0,-2.5215,-0.1576,2776.4155
SCPH,100000.0,79904.5565,6.0,-20.0954,-3.3492,9881.5339
AREBW,100000.0,100003.3400,2.0,0.0033,0.0017,7067.2813
PGP,100000.0,157790.6630,16.0,57.7907,3.6119,4197.3651
TSAT,100000.0,106658.0504,2.0,6.6581,3.3290,9539.0090
ATER,100000.0,98834.6020,4.0,-1.1654,-0.2913,147979.9483
WKSPW,100000.0,98952.1733,2.0,-1.0478,-0.5239,3511.0426
NRT,100000.0,130753.4325,16.0,30.7534,1.9221,2504.5412
BFK,100000.0,113500.4596,16.0,13.5005,0.8438,7163.2893
MDB,100000.0,256904.8138,6.0,156.9048,26.1508,48342.0035
RSVRW,100000.0,106455.7605,3.0,6.4558,2.1519,5048.0133
EYE,100000.0,122118.5828,6.0,22.1186,3.6864,44980.8884
LVLU,100000.0,95255.1676,2.0,-4.7448,-2.3724,7806.6784
DYAI,100000.0,85309.9765,16.0,-14.6900,-0.9181,15106.0869
JHI,100000.0,120574.2131,16.0,20.5742,1.2859,1730.9709
PETZ,100000.0,104202.8206,6.0,4.2028,0.7005,15026.5049
RXRX,100000.0,123787.5397,2.0,23.7875,11.8938,107937.9512
PG,100000.0,77819.3444,19.0,-22.1807,-1.1674,440858.9440
GGZ,100000.0,117417.5744,9.0,17.4176,1.9353,1950.6123
DBI,100000.0,107100.6681,16.0,7.1007,0.4438,85641.9670
GLLI,100000.0,100026.7335,2.0,0.0267,0.0134,17140.7077
CB,100000.0,128205.0485,15.0,28.2050,1.8803,113270.0981
HES,100000.0,229265.9724,16.0,129.2660,8.0791,189513.7650
IMCC,100000.0,93182.6351,2.0,-6.8174,-3.4087,3285.4281
ORGN,100000.0,136383.7908,3.0,36.3838,12.1279,65353.0061
UDR,100000.0,195425.8946,19.0,95.4259,5.0224,119313.2706
FXNC,100000.0,104500.5689,16.0,4.5006,0.2813,1206.8329
FDUS,100000.0,134676.7116,12.0,34.6767,2.8897,6247.7352
SAM,100000.0,327323.8138,16.0,227.3238,14.2077,7309.7713
VSTO,100000.0,179359.5800,9.0,79.3596,8.8177,43147.7962
LRFC,100000.0,136049.1297,10.0,36.0491,3.6049,1244.1175
ARCC,100000.0,96507.0950,11.0,-3.4929,-0.3175,127582.8454
SOVO,100000.0,97714.5652,2.0,-2.2854,-1.1427,39854.9134
DCOM,100000.0,147394.2351,16.0,47.3942,2.9621,3992.8144
HLLY,100000.0,96443.1773,3.0,-3.5568,-1.1856,28849.2030
SANW,100000.0,120329.9827,13.0,20.3300,1.5638,5606.0486
CMRAW,100000.0,99894.0755,1.0,-0.1059,-0.1059,15658.1615
CNEY,100000.0,80804.7321,3.0,-19.1953,-6.3984,3146.6915
LIXT,100000.0,100886.9616,3.0,0.8870,0.2957,6396.3406
CVX,100000.0,133031.0988,20.0,33.0311,1.6516,369877.9870
LUCD,100000.0,98793.1662,2.0,-1.2068,-0.6034,7238.3282
MRKR,100000.0,166963.3244,7.0,66.9633,9.5662,5101.3945
TRST,100000.0,92536.9568,16.0,-7.4630,-0.4664,4074.7304
AIZ,100000.0,144176.8043,19.0,44.1768,2.3251,50227.2340
COLM,100000.0,139975.2650,17.0,39.9753,2.3515,21235.0534
PAVMZ,100000.0,127238.1285,5.0,27.2381,5.4476,5809.4889
EQT,100000.0,98960.7516,19.0,-1.0392,-0.0547,223992.4857
LMDXW,100000.0,99724.4798,2.0,-0.2755,-0.1378,7948.8115
GRRR,100000.0,201864.1758,1.0,101.8642,101.8642,94373.5039
IIPR,100000.0,179274.3197,7.0,79.2743,11.3249,13829.9332
GOOGL,100000.0,197604.0546,16.0,97.6041,6.1003,3165764.4589
LEG,100000.0,65316.0290,19.0,-34.6840,-1.8255,79923.2770
TEAF,100000.0,96185.3576,4.0,-3.8146,-0.9537,3933.2779
FGB,100000.0,161724.4000,16.0,61.7244,3.8578,4004.3359
EMKR,100000.0,110605.0090,16.0,10.6050,0.6628,18619.7097
TWO,100000.0,104260.5946,14.0,4.2606,0.3043,38728.4667
AXL,100000.0,72741.0719,16.0,-27.2589,-1.7037,118154.4726
ATMC,100000.0,100070.0905,1.0,0.0701,0.0701,16275.8342
GOSS,100000.0,105284.1180,5.0,5.2841,1.0568,68035.1410
FCPT,100000.0,102623.6922,8.0,2.6237,0.3280,28449.7645
FOUR,100000.0,194878.8103,3.0,94.8788,31.6263,53499.5387
MTNB,100000.0,138789.9449,9.0,38.7899,4.3100,75012.0219
RCI,100000.0,146416.8763,16.0,46.4169,2.9011,26748.7705
COLB,100000.0,102853.4337,17.0,2.8534,0.1678,24370.9978
ABEO,100000.0,143434.9321,16.0,43.4349,2.7147,3333.6375
RCON,100000.0,88663.6188,14.0,-11.3364,-0.8097,22377.4730
AIU,100000.0,95507.9651,1.0,-4.4920,-4.4920,3913.5401
HR,100000.0,73795.4963,17.0,-26.2045,-1.5414,68000.3377
VRTX,100000.0,183535.0615,19.0,83.5351,4.3966,102210.2994
MSBI,100000.0,141270.5673,7.0,41.2706,5.8958,4248.2579
ILAG,100000.0,117176.8349,1.0,17.1768,17.1768,99939.2131
PSTG,100000.0,108105.6099,8.0,8.1056,1.0132,166247.8669
NVVEW,100000.0,124998.2461,3.0,24.9982,8.3327,8965.0245
GRPN,100000.0,104914.7253,12.0,4.9147,0.4096,35333.3395
PLYA,100000.0,97209.5748,6.0,-2.7904,-0.4651,46089.0105
MRIN,100000.0,357063.9575,10.0,257.0640,25.7064,79475.0151
ARTNA,100000.0,93615.3852,16.0,-6.3846,-0.3990,1448.2927
ARHS,100000.0,131196.1297,2.0,31.1961,15.5981,35750.3914
NIO,100000.0,175993.9415,5.0,75.9939,15.1988,1941198.0440
IRTC,100000.0,196112.6815,7.0,96.1127,13.7304,20158.6356
IVA,100000.0,129103.7754,3.0,29.1038,9.7013,3976.5734
BDRX,100000.0,93180.3487,8.0,-6.8197,-0.8525,3468.6919
CGA,100000.0,57453.0685,14.0,-42.5469,-3.0391,2264.8892
FREE,100000.0,110817.4496,4.0,10.8174,2.7044,26689.1313
CYTHW,100000.0,99871.4845,3.0,-0.1285,-0.0428,2806.9006
WABC,100000.0,130820.2289,14.0,30.8202,2.2014,7815.6791
FNA,100000.0,87906.8629,2.0,-12.0931,-6.0466,17388.1438
HLNE,100000.0,149661.5503,6.0,49.6616,8.2769,10396.9536
MORF,100000.0,83595.4939,4.0,-16.4045,-4.1011,15718.7722
CNM,100000.0,121129.2257,2.0,21.1292,10.5646,64873.2394
FMAO,100000.0,82103.3968,16.0,-17.8966,-1.1185,1743.9426
SRG,100000.0,110915.3251,8.0,10.9153,1.3644,29649.2676
BLFS,100000.0,143299.6449,16.0,43.2996,2.7062,13570.9415
LANC,100000.0,150301.2148,16.0,50.3012,3.1438,6787.6774
CM,100000.0,147879.8973,17.0,47.8799,2.8165,49822.4662
ENTG,100000.0,59945.3957,17.0,-40.0546,-2.3562,64199.8612
BGY,100000.0,114277.1252,16.0,14.2771,0.8923,24641.0068
PH,100000.0,222461.2379,19.0,122.4612,6.4453,81473.0910
ROCK,100000.0,92766.1043,16.0,-7.2339,-0.4521,11478.3744
IVVD,100000.0,108108.9634,2.0,8.1090,4.0545,86106.9302
SPT,100000.0,168665.7620,4.0,68.6658,17.1664,29467.2422
LNW,100000.0,224240.0080,16.0,124.2400,7.7650,61165.9132
FLR,100000.0,182259.1960,19.0,82.2592,4.3294,124767.1828
EPAC,100000.0,156706.1475,16.0,56.7061,3.5441,34256.8181
CRDO,100000.0,134250.9262,2.0,34.2509,17.1255,77990.7909
UWMC,100000.0,149101.5417,3.0,49.1015,16.3672,119708.0011
OCCI,100000.0,120060.2890,5.0,20.0603,4.0121,4534.1461
GEF,100000.0,62653.5181,16.0,-37.3465,-2.3342,13367.2882
HNST,100000.0,89976.7826,2.0,-10.0232,-5.0116,59441.7693
SFBS,100000.0,143429.6342,9.0,43.4296,4.8255,9856.7468
REPX,100000.0,71540.7949,16.0,-28.4592,-1.7787,1324.7819
DSP,100000.0,93742.1441,3.0,-6.2579,-2.0860,11264.3177
PUYI,100000.0,120683.9725,4.0,20.6840,5.1710,6179.5728
CTSH,100000.0,99958.9905,20.0,-0.0410,-0.0021,310867.4946
AVXL,100000.0,116515.6648,8.0,16.5157,2.0645,56687.5274
FROG,100000.0,114297.3430,3.0,14.2973,4.7658,44742.7950
HYMCL,100000.0,99671.4461,3.0,-0.3286,-0.1095,9156.2029
CMC,100000.0,95298.3081,17.0,-4.7017,-0.2766,89881.8390
FNGR,100000.0,122576.2338,6.0,22.5762,3.7627,23869.8518
IRMD,100000.0,186072.3194,9.0,86.0723,9.5636,3224.8657
HTLF,100000.0,86938.8559,6.0,-13.0611,-2.1769,6720.3192
ARQT,100000.0,97643.5214,4.0,-2.3565,-0.5891,48257.5614
SF,100000.0,96918.0395,12.0,-3.0820,-0.2568,38808.4299
RBLX,100000.0,106770.2774,2.0,6.7703,3.3851,452069.6772
COP,100000.0,158993.6324,20.0,58.9936,2.9497,461210.2122
EVGR,100000.0,100170.8492,1.0,0.1708,0.1708,22855.4086
PFBC,100000.0,123486.7859,16.0,23.4868,1.4679,3098.5128
APLE,100000.0,90962.4729,8.0,-9.0375,-1.1297,97569.7272
LLAP,100000.0,92478.5433,2.0,-7.5215,-3.7607,101137.9341
UVE,100000.0,191786.0432,16.0,91.7860,5.7366,15215.1808
INTG,100000.0,112975.4844,16.0,12.9755,0.8110,770.5948
SOUN,100000.0,117353.5641,1.0,17.3536,17.3536,333282.6682
KAR,100000.0,151109.6103,14.0,51.1096,3.6507,119216.7573
BP,100000.0,166757.7141,16.0,66.7577,4.1724,313706.1077
RCEL,100000.0,135024.5089,11.0,35.0245,3.1840,5144.2710
TGLS,100000.0,115981.2421,11.0,15.9812,1.4528,9253.4224
FCBC,100000.0,80550.0107,16.0,-19.4500,-1.2156,2496.5722
JYNT,100000.0,200179.3997,9.0,100.1794,11.1310,6886.8881
TEX,100000.0,192258.2989,19.0,92.2583,4.8557,110201.4510
BHFAL,100000.0,112428.9627,5.0,12.4290,2.4858,2692.3236
BOH,100000.0,131089.1377,17.0,31.0891,1.8288,20635.6970
ORC,100000.0,93911.8307,11.0,-6.0882,-0.5535,18574.8216
APEI,100000.0,99101.6610,16.0,-0.8983,-0.0561,8998.4869
ECC,100000.0,94138.3435,9.0,-5.8617,-0.6513,13433.9181
OMQS,100000.0,93882.3720,13.0,-6.1176,-0.4706,2051.0608
CBRG,100000.0,99935.0784,2.0,-0.0649,-0.0325,27621.5109
WBX,100000.0,95364.2118,2.0,-4.6358,-2.3179,27111.7060
DXCM,100000.0,270438.3436,18.0,170.4383,9.4688,155841.4682
OPAD,100000.0,70256.1285,3.0,-29.7439,-9.9146,3604.5753
AHH,100000.0,121733.7597,10.0,21.7338,2.1734,16025.3311
OPRA,100000.0,121992.4842,5.0,21.9925,4.3985,20028.3160
SYTA,100000.0,88617.4202,3.0,-11.3826,-3.7942,508.1529
PROK,100000.0,94952.3620,2.0,-5.0476,-2.5238,22272.1109
DAKT,100000.0,132383.9770,16.0,32.3840,2.0240,15658.0273
RBT,100000.0,109722.5686,1.0,9.7226,9.7226,10634.8525
MOR,100000.0,115304.1893,5.0,15.3042,3.0608,12509.7096
BSRR,100000.0,110250.4164,16.0,10.2504,0.6407,1889.4531
BZFDW,100000.0,102868.5585,2.0,2.8686,1.4343,9011.3033
LYEL,100000.0,83619.0789,2.0,-16.3809,-8.1905,59792.0985
CMAX,100000.0,83907.3662,2.0,-16.0926,-8.0463,877.6115
FREEW,100000.0,90925.2104,3.0,-9.0748,-3.0249,13338.8132
NTLA,100000.0,85820.2461,7.0,-14.1798,-2.0257,41521.6490
OPP,100000.0,103155.0954,7.0,3.1551,0.4507,6597.2482
SRCE,100000.0,71946.1626,16.0,-28.0538,-1.7534,2833.1819
MYNA,100000.0,93354.4894,2.0,-6.6455,-3.3228,2148.1300
WATT,100000.0,81299.2882,9.0,-18.7007,-2.0779,3160.9511
MLAB,100000.0,154906.1478,16.0,54.9061,3.4316,1545.0116
OKYO,100000.0,107943.4147,1.0,7.9434,7.9434,16397.3490
PAC,100000.0,116886.7413,16.0,16.8867,1.0554,7016.1890
GHSI,100000.0,138173.7099,4.0,38.1737,9.5434,2200.1887
RMD,100000.0,91855.9738,19.0,-8.1440,-0.4286,61235.5470
TRNS,100000.0,166968.0559,16.0,66.9681,4.1855,1892.1485
AMZN,100000.0,374148.2060,19.0,274.1482,14.4289,3783299.0827
AGX,100000.0,86972.3920,16.0,-13.0276,-0.8142,5802.1038
NVT,100000.0,149617.5706,5.0,49.6176,9.9235,65175.5666
ESAB,100000.0,110928.7253,1.0,10.9287,10.9287,15803.4838
POCI,100000.0,104929.2685,1.0,4.9293,4.9293,1827.1038
DPSI,100000.0,103499.2861,3.0,3.4993,1.1664,7549.6425
LITE,100000.0,166421.6060,8.0,66.4216,8.3027,65932.0233
ELS,100000.0,67226.1603,17.0,-32.7738,-1.9279,60748.2084
PERI,100000.0,239568.5013,16.0,139.5685,8.7230,10902.0598
FITBO,100000.0,117283.3209,4.0,17.2833,4.3208,2106.5441
GAMCW,100000.0,99445.8853,2.0,-0.5541,-0.2771,10756.5436
SMLP,100000.0,120217.6272,11.0,20.2176,1.8380,1673.8577
HOFVW,100000.0,96437.4256,3.0,-3.5626,-1.1875,9119.3648
NTG,100000.0,138401.6556,13.0,38.4017,2.9540,1791.7445
KELYA,100000.0,167946.3701,16.0,67.9464,4.2466,10065.1261
MNOV,100000.0,102338.0225,16.0,2.3380,0.1461,12253.8212
MQT,100000.0,102624.1861,16.0,2.6242,0.1640,3942.4204
GPCR,100000.0,104730.5337,1.0,4.7305,4.7305,29714.5165
RLAY,100000.0,130552.6603,3.0,30.5527,10.1842,49551.6993
TRVI,100000.0,110566.0978,4.0,10.5661,2.6415,21154.7096
BIT,100000.0,93487.8730,10.0,-6.5121,-0.6512,9209.5116
TAOP,100000.0,212337.6315,16.0,112.3376,7.0211,2161.2062
DNMR,100000.0,116231.3092,3.0,16.2313,5.4104,65562.2680
ALG,100000.0,207593.4808,16.0,107.5935,6.7246,2770.4983
FLFV,100000.0,99862.8508,1.0,-0.1371,-0.1371,10789.6061
NNN,100000.0,62532.6818,17.0,-37.4673,-2.2040,70183.9627
CZFS,100000.0,129601.4027,16.0,29.6014,1.8501,849.4971
TSLX,100000.0,96907.5295,9.0,-3.0925,-0.3436,17514.6626
NATH,100000.0,196322.7199,16.0,96.3227,6.0202,1207.9767
FSI,100000.0,163954.8956,16.0,63.9549,3.9972,5407.5075
QFIN,100000.0,115581.0084,5.0,15.5810,3.1162,57532.9146
VOC,100000.0,130744.2331,12.0,30.7442,2.5620,6547.4914
MIN,100000.0,98095.7646,16.0,-1.9042,-0.1190,24350.9979
ANET,100000.0,253671.1532,9.0,153.6712,17.0746,138334.2406
PNRG,100000.0,114512.5636,16.0,14.5126,0.9070,635.6781
PACK,100000.0,178429.6835,5.0,78.4297,15.6859,22338.0433
IRBT,100000.0,277793.0269,17.0,177.7930,10.4584,29743.2113
TLPH,100000.0,191481.4154,13.0,91.4814,7.0370,3847.7847
MARPS,100000.0,99175.4147,16.0,-0.8246,-0.0515,7313.1572
NN,100000.0,98649.1421,2.0,-1.3509,-0.6754,27504.8079
RVP,100000.0,108585.8151,16.0,8.5858,0.5366,13087.4413
HTBK,100000.0,79065.9183,16.0,-20.9341,-1.3084,7626.8499
FLEX,100000.0,171633.6368,19.0,71.6336,3.7702,445362.4658
MATX,100000.0,115897.0052,11.0,15.8970,1.4452,14487.6821
WKME,100000.0,72690.3146,2.0,-27.3097,-13.6548,9141.9438
HIPO,100000.0,79941.1110,2.0,-20.0589,-10.0294,6028.7750
